REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (Subtyping not Performed),B,BVic,BYam,H3N2v
Census Regions,East North Central,2016,35,28,0,4,0,0,1,0,0
Census Regions,West North Central,2016,35,27,0,2,0,0,0,0,0
Census Regions,South Atlantic,2016,35,70,4,3,0,5,0,0,0
Census Regions,East South Central,2016,35,7,0,0,0,0,0,0,0
Census Regions,West South Central,2016,35,18,0,6,0,0,1,0,0
Census Regions,Mountain,2016,35,12,0,1,0,0,0,0,0
Census Regions,Pacific,2016,35,90,0,4,0,0,0,0,0
Census Regions,New England,2016,36,9,0,4,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,36,12,0,0,0,0,0,0,0
Census Regions,East North Central,2016,36,37,1,3,0,0,0,0,0
Census Regions,West North Central,2016,36,18,0,2,0,0,0,0,0
Census Regions,South Atlantic,2016,36,43,1,7,0,6,1,0,0
Census Regions,East South Central,2016,36,1,0,0,0,0,0,0,0
Census Regions,West South Central,2016,36,16,0,4,0,0,0,0,0
Census Regions,Mountain,2016,36,3,0,1,0,0,0,0,0
Census Regions,Pacific,2016,36,80,0,10,0,0,0,0,0
Census Regions,New England,2016,37,17,0,10,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,37,3,0,0,0,0,0,0,0
Census Regions,East North Central,2016,37,48,0,1,1,0,0,0,0
Census Regions,West North Central,2016,37,12,0,0,0,0,1,0,0
Census Regions,South Atlantic,2016,37,30,1,2,0,7,0,0,0
Census Regions,East South Central,2016,37,2,0,0,0,0,0,0,0
Census Regions,West South Central,2016,37,20,0,0,0,0,0,0,0
Census Regions,Mountain,2016,37,6,0,0,0,0,0,0,0
Census Regions,Pacific,2016,37,33,0,2,1,0,0,0,0
